编号,图标预览,中文名,英文名,图标来源,图标集,场景章节,隐喻含义,建议用法,中文关键词,英文关键词,所在PPT页码,所在PPT分类,Office改色状态,授权提示
CHART-040,,区间柱,RangeBar,原创设计·几何抽象,PPT图标语义库·咨询框架包,04_数据可视化,高低区间对应的柱形,用于范围/最值对比,区间柱 / Range-Bar,range-bar,13,04_数据可视化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-001,,SWOT分析,SwotAnalysis,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,优势/劣势/机会/威胁四象限,用于战略起点诊断,SWOT / 诊断,swot,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-002,,PEST(LE)分析,PestleAnalysis,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,政治/经济/社会/技术/法律/环境六大宏观因素,用于宏观环境诊断,PESTLE / 宏观分析,pestle,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-003,,鱼骨图,Fishbone,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,鱼骨主刺+多侧支的因果分析图,用于根因分析、Ishikawa,鱼骨图 / Ishikawa / 因果,"fishbone, ishikawa",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-004,,5Why分析,FiveWhy,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,层层向下追问5次根本原因,用于根因分析,5Why / 根因,"five-why, root-cause",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-005,,二八定律,ParetoPrinciple,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,20%的因贡献80%的果,用于二八分析、关键少数,二八定律 / Pareto,"pareto-principle, 80-20",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-006,,根因六边形,RootCauseHex,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,嵌套六边形指向核心根因,用于根因聚焦,根因 / Root-Cause,root-cause,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-007,,议题树,IssueTree,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,MECE分解的议题树,用于MECE问题拆解,议题树 / MECE / Issue-Tree,"issue-tree, mece",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-008,,思维导图,MindMap,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,中心主题向外辐射的思维导图,用于发散思考,思维导图 / Mind-Map,mind-map,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-009,,亲和图,AffinityDiagram,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,便签按相似性聚类的KJ法,用于发散后归类,亲和图 / KJ法,"affinity-diagram, kj-method",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-010,,力场分析,ForceField,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,推动力与阻力对推的力场图,用于变革推动/阻力分析,力场分析 / Force-Field,force-field,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-011,,艾森豪威尔矩阵,EisenhowerMatrix,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,紧急/不紧急 × 重要/不重要四象限,用于优先级管理,艾森豪威尔 / 紧急重要,"eisenhower, urgent-important",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-012,,影响-投入矩阵,ImpactEffort,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,高影响低投入的Quick Win象限,用于行动优先级排序,影响投入 / Quick-Win,"impact-effort, quick-win",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-013,,成本-收益天平,CostBenefitBalance,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,天平左右权衡成本与收益,用于投资决策,成本收益 / 天平,"cost-benefit, balance",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-014,,相关方洋葱图,StakeholderOnion,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,层层圈层的核心-关注-边缘相关方,用于相关方分层管理,相关方洋葱 / Stakeholder-Onion,stakeholder-onion,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-015,,价值-成本矩阵,ValueCostMatrix,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,高价值低成本的最优象限,用于功能优先级、特性筛选,价值成本 / Value-Cost,value-cost,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-016,,五级成熟度,Maturity5,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,初始/可重复/已定义/已管理/已优化五级阶梯,用于能力成熟度评估CMMI,成熟度 / CMMI / 五级,"maturity, cmmi",15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-017,,能力热力图,CapabilityHeatmap,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,能力维度×重要性的色块矩阵,用于能力盘点诊断,能力热力 / Capability-Heatmap,capability-heatmap,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-018,,差距分析,GapAnalysis,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,现状柱-目标柱+连接箭头的差距图,用于现状到目标的差距识别,差距分析 / Gap-Analysis,gap-analysis,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-019,,驱动树,DriverTree,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,顶层指标分解为子驱动因素的树,用于KPI分解,驱动树 / Driver-Tree,driver-tree,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
DIAG-020,,假设验证,HypothesisTest,原创设计·几何抽象,PPT图标语义库·咨询框架包,05_诊断工具,议题→假设→验证的三步级联,用于假设驱动分析,假设验证 / Hypothesis-Test,hypothesis-test,15,05_诊断工具,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-001,,单条S曲线,SCurveSingle,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,S形增长曲线代表导入-加速-成熟,用于产品生命周期、技术采用,S曲线 / S-Curve,s-curve,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-002,,多重S曲线,MultiSCurves,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,前后接续的多重S曲线,用于技术更替、连续突破,多重S / 技术更替,multi-s-curves,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-003,,曲棍球棒增长,HockeyStick,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,前期平缓后期陡升,用于初创增长、规模化拐点,曲棍球棒 / 陡升,hockey-stick,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-004,,引爆点,TippingPoint,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,缓升后骤变的临界点,用于临界规模、引爆点识别,引爆点 / Tipping-Point,tipping-point,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-005,,网络效应,NetworkEffect,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,节点越多连接价值越大,用于平台型业务网络效应,网络效应 / Metcalfe,"network-effect, metcalfe",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-006,,飞轮效应,FlywheelConcept,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,互相驱动、越转越快的自强化循环,用于商业模式飞轮设计,飞轮 / 自强化,flywheel,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-007,,复利增长,CompoundGrowth,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,时间加成的指数复利曲线,用于复利、长期投资,复利 / 指数,"compound-growth, exponential",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-008,,指数增长,ExponentialGrowth,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,曲线斜率随时间陡升,用于指数级增长展示,指数增长,exponential,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-009,,对数平台,LogarithmicPlateau,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,前期陡升后期趋平的对数曲线,用于学习曲线、报酬递减,对数曲线 / 平台期,"logarithmic, plateau",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-010,,钟形曲线,BellCurveConcept,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,正态分布钟形曲线,用于绩效分布、概率分布,钟形曲线 / 正态分布,bell-curve,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-011,,长尾分布,LongTail,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,少量高频+大量低频的长尾,用于长尾市场、小众需求,长尾分布 / Long-Tail,long-tail,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-012,,幂律分布,PowerLaw,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,陡降后水平延伸的幂律曲线,用于二八现象、马太效应,幂律 / 马太效应,"power-law, matthew-effect",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-013,,Cynefin框架,Cynefin,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,简单/繁杂/复杂/混乱四种问题域,用于复杂性分类决策,Cynefin / 复杂性,"cynefin, complexity",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-014,,Wardley地图,WardleyMap,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,可见性×演化阶段的价值链地图,用于Wardley地图战略分析,Wardley / 价值链地图,"wardley, value-chain-map",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-015,,OODA循环,OodaConcept,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,Observe-Orient-Decide-Act决策循环,用于快速决策环境,OODA,ooda-loop,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-016,,冰山模型,Iceberg,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,水面上下的可见与隐藏,用于显性vs隐性、表象vs根因,冰山模型 / Iceberg,iceberg,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-017,,洋葱模型,OnionLayers,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,层层包裹的洋葱结构,用于核心-表层结构分析,洋葱模型,onion-model,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-018,,六边形架构,HexArchitecture,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,嵌套六边形象征模块化架构,用于六边形架构、模块化设计,六边形架构,hexagonal-architecture,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-019,,需求金字塔,MaslowPyramid,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,生理/安全/社交/尊重/自我实现五级,用于需求层次分析,需求金字塔 / Maslow,"maslow, needs-pyramid",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-020,,因果回路,CausalLoop,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,节点间形成闭环的因果链,用于系统动力学,因果回路 / Causal-Loop,causal-loop,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-021,,存量流量,StockFlow,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,盒子是存量、箭头是流量,用于系统动力学建模,存量流量 / Stock-Flow,stock-flow,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-022,,增强回路,ReinforcingLoop,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,正反馈相互强化的增强环R,用于复利型系统,增强回路 / R-Loop,reinforcing-loop,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-023,,调节回路,BalancingLoop,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,负反馈带回稳态的调节环B,用于稳态系统、反馈控制,调节回路 / B-Loop,balancing-loop,17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-024,,瓶颈,Bottleneck,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,管道中间收窄的瓶颈,用于约束理论TOC,瓶颈 / Bottleneck / 约束,"bottleneck, constraint",17,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-025,,管道吞吐,PipelineThroughput,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,管道内匀速流动的小球,用于吞吐量、产能分析,管道吞吐 / Throughput,pipeline-throughput,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-026,,临界质量,CriticalMass,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,积聚到临界点引发反应,用于规模门槛、临界点,临界质量 / Critical-Mass,critical-mass,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-027,,滚雪球,Snowball,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,越滚越大的雪球,用于复利积累、滚雪球效应,滚雪球 / Snowball,snowball,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-028,,连锁反应,ChainReaction,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,节点依次触发的连锁反应,用于连锁触发、级联效应,连锁反应 / Chain-Reaction,chain-reaction,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-029,,多米诺效应,DominoEffect,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,前一块倒下推倒后一块,用于多米诺骨牌式连锁,多米诺 / Domino,domino-effect,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-030,,韧性反弹,Resilience,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,下挫后快速反弹回原水平,用于韧性、抗压能力,韧性 / Resilience,resilience,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-031,,反脆弱,Antifragile,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,经历震荡后反而上升,用于反脆弱系统,反脆弱 / Antifragile,antifragile,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-032,,战略转向,PivotConcept,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,90度急转直上,用于业务转型Pivot,转向 / Pivot,pivot,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-033,,拐点,InflectionConcept,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,斜率突变的关键拐点,用于业务拐点识别,拐点 / Inflection,inflection-point,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-034,,路径分叉,Bifurcation,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,一条路径分叉成两条,用于战略分叉决策,分叉 / Bifurcation,bifurcation,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-035,,收敛汇聚,Convergence,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,多条路径汇合到一点,用于趋势收敛、整合,收敛 / Convergence,convergence,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-036,,平台突破,PlateauBreakthrough,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,平台期之后陡然突破,用于突破型增长,平台突破 / Breakthrough,breakthrough,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-037,,天花板地板,CeilingFloor,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,上下边界限制住的波动,用于区间震荡、阻力支撑,天花板地板 / Ceiling-Floor,ceiling-floor,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-038,,J曲线,JCurve,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,先下沉后大幅上升,用于变革阵痛后回升,J曲线 / J-Curve,j-curve,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-039,,U曲线,UCurve,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,先降后升的U形,用于学习曲线、变革阶段,U曲线 / U-Curve,u-curve,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
CONCEPT-040,,逻辑斯蒂曲线,LogisticCurve,原创设计·几何抽象,PPT图标语义库·咨询框架包,06_战略概念,S形封顶的逻辑斯蒂增长,用于市场渗透、采纳率,逻辑斯蒂 / Logistic,logistic-curve,18,06_战略概念,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 几何抽象 · 通用商业框架概念 · 非复制任何特定咨询机构视觉资产
