编号,图标预览,中文名,英文名,图标来源,图标集,场景章节,隐喻含义,建议用法,中文关键词,英文关键词,所在PPT页码,所在PPT分类,Office改色状态,授权提示
AI-070,,数据集·同步,DatasetSync,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,圆柱体象征数据存储（同步变体）,用于数据集、数据库（同步场景）,数据集 / 数据库 / 存储 / 同步,"dataset, database, storage, sync",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-071,,数据集·已验证,DatasetVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,圆柱体象征数据存储（已验证变体）,用于数据集、数据库（已验证场景）,数据集 / 数据库 / 存储 / 已验证,"dataset, database, storage, verified",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-072,,数据集·洞察,DatasetInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,圆柱体象征数据存储（洞察变体）,用于数据集、数据库（洞察场景）,数据集 / 数据库 / 存储 / 洞察,"dataset, database, storage, insight",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-073,,向量空间,Embedding,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,散点+连线象征embedding空间,用于向量、相似度,向量 / Embedding / 相似度,"embedding, vector, similarity",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-074,,向量空间·智能,EmbeddingSmart,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,散点+连线象征embedding空间（智能变体）,用于向量、相似度（智能场景）,向量 / Embedding / 相似度 / 智能,"embedding, vector, similarity, smart",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-075,,向量空间·可配置,EmbeddingConfigurable,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,散点+连线象征embedding空间（可配置变体）,用于向量、相似度（可配置场景）,向量 / Embedding / 相似度 / 可配置,"embedding, vector, similarity, configurable",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-076,,向量空间·同步,EmbeddingSync,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,散点+连线象征embedding空间（同步变体）,用于向量、相似度（同步场景）,向量 / Embedding / 相似度 / 同步,"embedding, vector, similarity, sync",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-077,,向量空间·已验证,EmbeddingVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,散点+连线象征embedding空间（已验证变体）,用于向量、相似度（已验证场景）,向量 / Embedding / 相似度 / 已验证,"embedding, vector, similarity, verified",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-078,,向量空间·洞察,EmbeddingInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,散点+连线象征embedding空间（洞察变体）,用于向量、相似度（洞察场景）,向量 / Embedding / 相似度 / 洞察,"embedding, vector, similarity, insight",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-079,,大模型容器,LlmBox,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,盒子+sparkle象征LLM,用于大模型、生成,大模型 / LLM / 生成,"llm, gpt, model",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-080,,大模型容器·智能,LlmBoxSmart,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,盒子+sparkle象征LLM（智能变体）,用于大模型、生成（智能场景）,大模型 / LLM / 生成 / 智能,"llm, gpt, model, smart",28,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-081,,大模型容器·可配置,LlmBoxConfigurable,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,盒子+sparkle象征LLM（可配置变体）,用于大模型、生成（可配置场景）,大模型 / LLM / 生成 / 可配置,"llm, gpt, model, configurable",29,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-082,,大模型容器·同步,LlmBoxSync,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,盒子+sparkle象征LLM（同步变体）,用于大模型、生成（同步场景）,大模型 / LLM / 生成 / 同步,"llm, gpt, model, sync",29,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
AI-083,,大模型容器·已验证,LlmBoxVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,07_AI机器人自动化,盒子+sparkle象征LLM（已验证变体）,用于大模型、生成（已验证场景）,大模型 / LLM / 生成 / 已验证,"llm, gpt, model, verified",29,07_AI机器人自动化,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-001,,文档,Document,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,带折角的文档,用于通用文档,文档 / Doc / 文件,"doc, file, document",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-002,,文档·新增,DocumentAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,带折角的文档（新增变体）,用于通用文档（新增场景）,文档 / Doc / 文件 / 新增,"doc, file, document, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-003,,文档·已验证,DocumentVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,带折角的文档（已验证变体）,用于通用文档（已验证场景）,文档 / Doc / 文件 / 已验证,"doc, file, document, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-004,,文档·加锁,DocumentLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,带折角的文档（加锁变体）,用于通用文档（加锁场景）,文档 / Doc / 文件 / 加锁,"doc, file, document, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-005,,文档·洞察,DocumentInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,带折角的文档（洞察变体）,用于通用文档（洞察场景）,文档 / Doc / 文件 / 洞察,"doc, file, document, insight",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-006,,文档·重点,DocumentFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,带折角的文档（重点变体）,用于通用文档（重点场景）,文档 / Doc / 文件 / 重点,"doc, file, document, featured",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-007,,文件夹,Folder,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文件夹象征归档,用于目录、归档,文件夹 / 目录 / 归档,"folder, directory, archive",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-008,,文件夹·新增,FolderAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文件夹象征归档（新增变体）,用于目录、归档（新增场景）,文件夹 / 目录 / 归档 / 新增,"folder, directory, archive, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-009,,文件夹·已验证,FolderVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文件夹象征归档（已验证变体）,用于目录、归档（已验证场景）,文件夹 / 目录 / 归档 / 已验证,"folder, directory, archive, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-010,,文件夹·加锁,FolderLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文件夹象征归档（加锁变体）,用于目录、归档（加锁场景）,文件夹 / 目录 / 归档 / 加锁,"folder, directory, archive, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-011,,文件夹·洞察,FolderInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文件夹象征归档（洞察变体）,用于目录、归档（洞察场景）,文件夹 / 目录 / 归档 / 洞察,"folder, directory, archive, insight",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-012,,文件夹·重点,FolderFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文件夹象征归档（重点变体）,用于目录、归档（重点场景）,文件夹 / 目录 / 归档 / 重点,"folder, directory, archive, featured",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-013,,书籍,Book,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书本象征知识载体,用于教材、书籍,书籍 / 教材 / 知识,"book, manual",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-014,,书籍·新增,BookAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书本象征知识载体（新增变体）,用于教材、书籍（新增场景）,书籍 / 教材 / 知识 / 新增,"book, manual, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-015,,书籍·已验证,BookVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书本象征知识载体（已验证变体）,用于教材、书籍（已验证场景）,书籍 / 教材 / 知识 / 已验证,"book, manual, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-016,,书籍·加锁,BookLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书本象征知识载体（加锁变体）,用于教材、书籍（加锁场景）,书籍 / 教材 / 知识 / 加锁,"book, manual, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-017,,书籍·洞察,BookInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书本象征知识载体（洞察变体）,用于教材、书籍（洞察场景）,书籍 / 教材 / 知识 / 洞察,"book, manual, insight",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-018,,书籍·重点,BookFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书本象征知识载体（重点变体）,用于教材、书籍（重点场景）,书籍 / 教材 / 知识 / 重点,"book, manual, featured",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-019,,标签,Tag,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,标签贴象征分类,用于打标、分类,标签 / 分类 / Tag,"tag, label, category",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-020,,标签·新增,TagAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,标签贴象征分类（新增变体）,用于打标、分类（新增场景）,标签 / 分类 / Tag / 新增,"tag, label, category, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-021,,标签·已验证,TagVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,标签贴象征分类（已验证变体）,用于打标、分类（已验证场景）,标签 / 分类 / Tag / 已验证,"tag, label, category, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-022,,标签·加锁,TagLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,标签贴象征分类（加锁变体）,用于打标、分类（加锁场景）,标签 / 分类 / Tag / 加锁,"tag, label, category, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-023,,标签·洞察,TagInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,标签贴象征分类（洞察变体）,用于打标、分类（洞察场景）,标签 / 分类 / Tag / 洞察,"tag, label, category, insight",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-024,,标签·重点,TagFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,标签贴象征分类（重点变体）,用于打标、分类（重点场景）,标签 / 分类 / Tag / 重点,"tag, label, category, featured",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-025,,书签,Bookmark,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书签象征收藏,用于收藏、书签,书签 / 收藏 / Bookmark,"bookmark, save, favorite",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-026,,书签·新增,BookmarkAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书签象征收藏（新增变体）,用于收藏、书签（新增场景）,书签 / 收藏 / Bookmark / 新增,"bookmark, save, favorite, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-027,,书签·已验证,BookmarkVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书签象征收藏（已验证变体）,用于收藏、书签（已验证场景）,书签 / 收藏 / Bookmark / 已验证,"bookmark, save, favorite, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-028,,书签·加锁,BookmarkLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书签象征收藏（加锁变体）,用于收藏、书签（加锁场景）,书签 / 收藏 / Bookmark / 加锁,"bookmark, save, favorite, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-029,,书签·洞察,BookmarkInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书签象征收藏（洞察变体）,用于收藏、书签（洞察场景）,书签 / 收藏 / Bookmark / 洞察,"bookmark, save, favorite, insight",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-030,,书签·重点,BookmarkFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书签象征收藏（重点变体）,用于收藏、书签（重点场景）,书签 / 收藏 / Bookmark / 重点,"bookmark, save, favorite, featured",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-031,,便签,Note,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,便签+图钉象征贴附,用于备忘、便签,便签 / Note / 备忘,"note, memo, pin",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-032,,便签·新增,NoteAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,便签+图钉象征贴附（新增变体）,用于备忘、便签（新增场景）,便签 / Note / 备忘 / 新增,"note, memo, pin, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-033,,便签·已验证,NoteVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,便签+图钉象征贴附（已验证变体）,用于备忘、便签（已验证场景）,便签 / Note / 备忘 / 已验证,"note, memo, pin, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-034,,便签·加锁,NoteLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,便签+图钉象征贴附（加锁变体）,用于备忘、便签（加锁场景）,便签 / Note / 备忘 / 加锁,"note, memo, pin, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-035,,便签·洞察,NoteInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,便签+图钉象征贴附（洞察变体）,用于备忘、便签（洞察场景）,便签 / Note / 备忘 / 洞察,"note, memo, pin, insight",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-036,,便签·重点,NoteFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,便签+图钉象征贴附（重点变体）,用于备忘、便签（重点场景）,便签 / Note / 备忘 / 重点,"note, memo, pin, featured",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-037,,文档搜索,DocSearch,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文档+放大镜象征检索,用于知识检索、查文档,搜索 / 检索 / 查文档,"search, find, lookup",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-038,,文档搜索·新增,DocSearchAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文档+放大镜象征检索（新增变体）,用于知识检索、查文档（新增场景）,搜索 / 检索 / 查文档 / 新增,"search, find, lookup, add",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-039,,文档搜索·已验证,DocSearchVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文档+放大镜象征检索（已验证变体）,用于知识检索、查文档（已验证场景）,搜索 / 检索 / 查文档 / 已验证,"search, find, lookup, verified",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-040,,文档搜索·加锁,DocSearchLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文档+放大镜象征检索（加锁变体）,用于知识检索、查文档（加锁场景）,搜索 / 检索 / 查文档 / 加锁,"search, find, lookup, locked",31,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-041,,文档搜索·洞察,DocSearchInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文档+放大镜象征检索（洞察变体）,用于知识检索、查文档（洞察场景）,搜索 / 检索 / 查文档 / 洞察,"search, find, lookup, insight",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-042,,文档搜索·重点,DocSearchFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,文档+放大镜象征检索（重点变体）,用于知识检索、查文档（重点场景）,搜索 / 检索 / 查文档 / 重点,"search, find, lookup, featured",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-043,,图书馆,Library,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书架象征知识库,用于知识库、文库,知识库 / 文库 / 书架,"library, kb, books",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-044,,图书馆·新增,LibraryAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书架象征知识库（新增变体）,用于知识库、文库（新增场景）,知识库 / 文库 / 书架 / 新增,"library, kb, books, add",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-045,,图书馆·已验证,LibraryVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书架象征知识库（已验证变体）,用于知识库、文库（已验证场景）,知识库 / 文库 / 书架 / 已验证,"library, kb, books, verified",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-046,,图书馆·加锁,LibraryLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书架象征知识库（加锁变体）,用于知识库、文库（加锁场景）,知识库 / 文库 / 书架 / 加锁,"library, kb, books, locked",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-047,,图书馆·洞察,LibraryInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书架象征知识库（洞察变体）,用于知识库、文库（洞察场景）,知识库 / 文库 / 书架 / 洞察,"library, kb, books, insight",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-048,,图书馆·重点,LibraryFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,书架象征知识库（重点变体）,用于知识库、文库（重点场景）,知识库 / 文库 / 书架 / 重点,"library, kb, books, featured",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-049,,百科,Encyclopedia,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,厚书象征百科全书,用于百科、规章手册,百科 / 手册 / 全书,"encyclopedia, manual, wiki",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-050,,百科·新增,EncyclopediaAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,厚书象征百科全书（新增变体）,用于百科、规章手册（新增场景）,百科 / 手册 / 全书 / 新增,"encyclopedia, manual, wiki, add",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-051,,百科·已验证,EncyclopediaVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,厚书象征百科全书（已验证变体）,用于百科、规章手册（已验证场景）,百科 / 手册 / 全书 / 已验证,"encyclopedia, manual, wiki, verified",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-052,,百科·加锁,EncyclopediaLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,厚书象征百科全书（加锁变体）,用于百科、规章手册（加锁场景）,百科 / 手册 / 全书 / 加锁,"encyclopedia, manual, wiki, locked",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-053,,百科·洞察,EncyclopediaInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,厚书象征百科全书（洞察变体）,用于百科、规章手册（洞察场景）,百科 / 手册 / 全书 / 洞察,"encyclopedia, manual, wiki, insight",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
KNOW-054,,百科·重点,EncyclopediaFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,08_知识库与文档,厚书象征百科全书（重点变体）,用于百科、规章手册（重点场景）,百科 / 手册 / 全书 / 重点,"encyclopedia, manual, wiki, featured",32,08_知识库与文档,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
